240.895, 129.379, 8.334, 13.553 False
240.618, 129.357, 8.334, 13.586 False
240.341, 129.337, 8.334, 13.619 False
240.064, 129.316, 8.334, 13.652 False
239.786, 129.296, 8.334, 13.685 False
239.509, 129.276, 8.334, 13.718 False
239.232, 129.256, 8.334, 13.751 False
238.955, 129.236, 8.334, 13.784 False
238.678, 129.216, 8.334, 13.817 False
238.401, 129.197, 8.334, 13.850 False
238.124, 129.179, 8.334, 13.883 False
237.847, 129.160, 8.334, 13.916 False
237.569, 129.142, 8.334, 13.949 False
237.292, 129.124, 8.334, 13.982 False
237.015, 129.106, 8.334, 14.015 False
236.738, 129.089, 8.334, 14.048 False
236.460, 129.071, 8.334, 14.081 False
236.183, 129.055, 8.334, 14.114 False
235.906, 129.038, 8.334, 14.147 False
235.628, 129.021, 8.334, 14.180 False
235.351, 129.005, 8.334, 14.213 False
235.074, 128.990, 8.334, 14.246 False
234.796, 128.975, 8.333, 14.279 False
234.519, 128.960, 8.334, 14.312 False
234.242, 128.945, 8.334, 14.345 False
233.964, 128.931, 8.334, 14.378 False
233.687, 128.916, 8.334, 14.411 False
233.409, 128.902, 8.334, 14.444 False
233.132, 128.888, 8.334, 14.477 False
232.854, 128.875, 8.334, 14.510 False
232.577, 128.861, 8.334, 14.543 False
232.299, 128.849, 8.334, 14.576 False
232.022, 128.836, 8.334, 14.609 False
231.744, 128.824, 8.333, 14.642 False
231.467, 128.812, 8.333, 14.675 False
231.189, 128.800, 8.334, 14.708 False
230.912, 128.789, 8.334, 14.741 False
230.634, 128.777, 8.334, 14.774 False
230.357, 128.766, 8.334, 14.807 False
230.079, 128.756, 8.333, 14.840 False
229.801, 128.745, 8.334, 14.873 False
229.524, 128.735, 8.334, 14.906 False
229.246, 128.725, 8.333, 14.939 False
228.969, 128.716, 8.333, 14.972 False
228.691, 128.706, 8.333, 15.005 False
228.413, 128.698, 8.333, 15.038 False
228.136, 128.689, 8.333, 15.071 False
227.858, 128.681, 8.333, 15.104 False
227.580, 128.673, 8.333, 15.137 False
227.303, 128.665, 8.334, 15.170 False
227.025, 128.657, 8.334, 15.203 False
226.747, 128.650, 8.334, 15.236 False
226.470, 128.642, 8.333, 15.269 False
226.192, 128.635, 8.334, 15.302 False
225.914, 128.628, 8.333, 15.335 False
225.637, 128.622, 8.333, 15.368 False
225.359, 128.615, 8.333, 15.401 False
225.081, 128.609, 8.333, 15.434 False
224.803, 128.603, 8.333, 15.467 False
224.526, 128.597, 8.333, 15.500 False
224.248, 128.591, 8.333, 15.533 False
223.970, 128.585, 8.333, 15.566 False
223.692, 128.580, 8.333, 15.599 False
223.415, 128.575, 8.333, 15.632 False
223.137, 128.570, 8.333, 15.665 False
222.859, 128.565, 8.333, 15.698 False
222.581, 128.561, 8.333, 15.731 False
222.304, 128.557, 8.333, 15.764 False
222.026, 128.553, 8.333, 15.797 False
221.748, 128.549, 8.333, 15.830 False
221.471, 128.546, 8.333, 15.863 False
221.193, 128.542, 8.333, 15.896 False
220.915, 128.539, 8.333, 15.929 False
220.637, 128.537, 8.333, 15.962 False
220.359, 128.534, 8.333, 15.995 False
220.082, 128.531, 8.333, 16.028 False
219.804, 128.529, 8.333, 16.061 False
219.526, 128.527, 8.333, 16.094 False
219.248, 128.525, 8.333, 16.127 False
218.971, 128.523, 8.333, 16.160 False
218.693, 128.522, 8.333, 16.193 False
218.415, 128.520, 8.333, 16.226 False
218.137, 128.519, 8.333, 16.259 False
217.859, 128.518, 8.333, 16.292 False
217.582, 128.517, 8.333, 16.325 False
217.304, 128.516, 8.333, 16.358 False
217.026, 128.515, 8.333, 16.391 False
216.748, 128.515, 8.333, 16.424 False
216.471, 128.514, 8.333, 16.457 False
216.193, 128.514, 8.333, 16.490 False
215.915, 128.515, 8.333, 16.523 False
215.637, 128.515, 8.333, 16.556 False
215.359, 128.516, 8.333, 16.589 False
215.082, 128.516, 8.333, 16.622 False
214.804, 128.517, 8.333, 16.655 False
214.526, 128.518, 8.333, 16.688 False
214.248, 128.519, 8.333, 16.721 False
213.971, 128.520, 8.333, 16.754 False
213.693, 128.522, 8.333, 16.787 False
213.415, 128.523, 8.333, 16.820 False
213.137, 128.525, 8.333, 16.853 False
212.859, 128.527, 8.333, 16.886 False
212.582, 128.529, 8.333, 16.919 False
212.304, 128.531, 8.333, 16.952 False
212.026, 128.533, 8.333, 16.985 False
211.748, 128.536, 8.333, 17.018 False
211.471, 128.538, 8.333, 17.051 False
211.193, 128.541, 8.333, 17.084 False
210.915, 128.543, 8.333, 17.117 False
210.637, 128.547, 8.333, 17.150 False
210.360, 128.550, 8.333, 17.183 False
210.082, 128.553, 8.333, 17.216 False
209.804, 128.557, 8.333, 17.249 False
209.526, 128.561, 8.333, 17.282 False
209.249, 128.565, 8.333, 17.315 False
208.971, 128.569, 8.333, 17.348 False
208.693, 128.573, 8.333, 17.381 False
208.415, 128.577, 8.333, 17.414 False
208.138, 128.582, 8.333, 17.447 False
207.860, 128.586, 8.333, 17.480 False
207.582, 128.590, 8.333, 17.513 False
207.305, 128.595, 8.333, 17.546 False
207.027, 128.600, 8.333, 17.579 False
206.749, 128.605, 8.333, 17.612 False
206.471, 128.609, 8.333, 17.645 False
206.194, 128.615, 8.333, 17.678 False
205.916, 128.620, 8.333, 17.711 False
205.638, 128.625, 8.333, 17.744 False
205.360, 128.630, 8.333, 17.777 False
205.083, 128.636, 8.333, 17.810 False
204.805, 128.641, 8.333, 17.843 False
204.527, 128.647, 8.333, 17.876 False
204.249, 128.652, 8.333, 17.909 False
203.972, 128.658, 8.333, 17.942 False
203.694, 128.664, 8.333, 17.975 False
203.416, 128.670, 8.333, 18.008 False
203.139, 128.676, 8.333, 18.041 False
202.861, 128.682, 8.333, 18.074 False
202.583, 128.688, 8.333, 18.107 False
202.306, 128.694, 8.333, 18.140 False
202.028, 128.701, 8.333, 18.173 False
201.750, 128.707, 8.333, 18.206 False
201.472, 128.713, 8.333, 18.239 False
201.195, 128.720, 8.333, 18.272 False
200.917, 128.726, 8.333, 18.305 False
200.639, 128.733, 8.333, 18.338 False
200.362, 128.740, 8.333, 18.371 False
200.084, 128.746, 8.333, 18.404 False
199.806, 128.753, 8.333, 18.437 False
199.529, 128.760, 8.333, 18.470 False
199.251, 128.767, 8.333, 18.503 False
198.973, 128.774, 8.333, 18.536 False
198.696, 128.781, 8.333, 18.569 False
198.418, 128.788, 8.333, 18.602 False
198.140, 128.796, 8.333, 18.635 False
